pl_name,hostname,disc_year,discoverymethod,disc_facility 
"""75 Cet b""","""75 Cet""",2012,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""RR Cae b""","""RR Cae""",2012,"""Eclipse Timing Variations""","""Leoncito Astronomical Complex"""
"""HD 196885 A b""","""HD 196885 A""",2007,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 330075 b""","""HD 330075""",2004,"""Radial Velocity""","""La Silla Observatory"""
"""K2-280 b""","""K2-280""",2018,"""Transit""","""K2"""
"""K2-280 b""","""K2-280""",2018,"""Transit""","""K2"""
"""HD 162020 b""","""HD 162020""",2002,"""Radial Velocity""","""La Silla Observatory"""
"""11 UMi b""","""11 UMi""",2009,"""Radial Velocity""","""Thueringer Landessternwarte Tautenburg"""
"""HD 154857 b""","""HD 154857""",2004,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 16175 b""","""HD 16175""",2009,"""Radial Velocity""","""Lick Observatory"""
"""HD 18742 b""","""HD 18742""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 200964 b""","""HD 200964""",2010,"""Radial Velocity""","""Lick Observatory"""
"""HD 12648 b""","""HD 12648""",2015,"""Radial Velocity""","""Bohyunsan Optical Astronomical Observatory"""
"""HD 133131 A b""","""HD 133131 A""",2016,"""Radial Velocity""","""Las Campanas Observatory"""
"""HIP 65407 c""","""HIP 65407""",2016,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 86081 b""","""HD 86081""",2006,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 65216 b""","""HD 65216""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 155358 b""","""HD 155358""",2007,"""Radial Velocity""","""McDonald Observatory"""
"""HD 108341 b""","""HD 108341""",2014,"""Radial Velocity""","""La Silla Observatory"""
"""HD 131664 b""","""HD 131664""",2008,"""Radial Velocity""","""La Silla Observatory"""
"""HD 98219 b""","""HD 98219""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 89744 b""","""HD 89744""",1999,"""Radial Velocity""","""Fred Lawrence Whipple Observatory"""
"""HD 30562 b""","""HD 30562""",2009,"""Radial Velocity""","""Lick Observatory"""
"""psi 1 Dra B b""","""psi 1 Dra B""",2015,"""Radial Velocity""","""McDonald Observatory"""
"""HD 125612 b""","""HD 125612""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 179079 b""","""HD 179079""",2008,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 23127 b""","""HD 23127""",2006,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 1605 b""","""HD 1605""",2015,"""Radial Velocity""","""Multiple Observatories"""
"""HD 196050 b""","""HD 196050""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""GJ 667 C c""","""GJ 667 C""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""HD 214823 b""","""HD 214823""",2016,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 63454 b""","""HD 63454""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 73526 b""","""HD 73526""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 85512 b""","""HD 85512""",2011,"""Radial Velocity""","""La Silla Observatory"""
"""HD 47186 c""","""HD 47186""",2008,"""Radial Velocity""","""La Silla Observatory"""
"""HD 102272 b""","""HD 102272""",2008,"""Radial Velocity""","""McDonald Observatory"""
"""Kepler-56 b""","""Kepler-56""",2012,"""Transit""","""Kepler"""
"""GJ 251 b""","""GJ 251""",2020,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 222155 b""","""HD 222155""",2011,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 10180 c""","""HD 10180""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 30562 b""","""HD 30562""",2009,"""Radial Velocity""","""Lick Observatory"""
"""HD 180617 b""","""HD 180617""",2018,"""Radial Velocity""","""Calar Alto Observatory"""
"""HD 171028 b""","""HD 171028""",2007,"""Radial Velocity""","""La Silla Observatory"""
"""HD 215152 c""","""HD 215152""",2018,"""Radial Velocity""","""La Silla Observatory"""
"""HD 40307 b""","""HD 40307""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HIP 12961 b""","""HIP 12961""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 114613 b""","""HD 114613""",2014,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""6 Lyn b""","""6 Lyn""",2008,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""HD 75289 b""","""HD 75289""",1999,"""Radial Velocity""","""La Silla Observatory"""
"""HD 185269 b""","""HD 185269""",2006,"""Radial Velocity""","""Lick Observatory"""
"""HIP 67851 b""","""HIP 67851""",2015,"""Radial Velocity""","""Multiple Observatories"""
"""HD 23596 b""","""HD 23596""",2003,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 19994 b""","""HD 19994""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 70642 b""","""HD 70642""",2003,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 148427 b""","""HD 148427""",2009,"""Radial Velocity""","""Lick Observatory"""
"""BD+20 2457 c""","""BD+20 2457""",2009,"""Radial Velocity""","""McDonald Observatory"""
"""HD 147513 b""","""HD 147513""",2003,"""Radial Velocity""","""La Silla Observatory"""
"""HD 192699 b""","""HD 192699""",2007,"""Radial Velocity""","""Lick Observatory"""
"""HD 73526 b""","""HD 73526""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 208487 b""","""HD 208487""",2004,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 108863 b""","""HD 108863""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 37605 b""","""HD 37605""",2004,"""Radial Velocity""","""McDonald Observatory"""
"""NGC 2682 YBP 1514 b""","""NGC 2682 YBP 1514""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""HD 40956 b""","""HD 40956""",2017,"""Radial Velocity""","""Multiple Observatories"""
"""HD 176986 c""","""HD 176986""",2017,"""Radial Velocity""","""Multiple Observatories"""
"""HD 215152 e""","""HD 215152""",2018,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 273 b""","""GJ 273""",2017,"""Radial Velocity""","""La Silla Observatory"""
"""HD 99706 c""","""HD 99706""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 96127 b""","""HD 96127""",2011,"""Radial Velocity""","""McDonald Observatory"""
"""GJ 676 A e""","""GJ 676 A""",2012,"""Radial Velocity""","""La Silla Observatory"""
"""HD 116029 c""","""HD 116029""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 23079 b""","""HD 23079""",2001,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 108147 b""","""HD 108147""",2002,"""Radial Velocity""","""La Silla Observatory"""
"""HD 155358 c""","""HD 155358""",2007,"""Radial Velocity""","""McDonald Observatory"""
"""GJ 832 c""","""GJ 832""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""HD 215497 b""","""HD 215497""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 100777 b""","""HD 100777""",2007,"""Radial Velocity""","""La Silla Observatory"""
"""HD 102117 b""","""HD 102117""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""DMPP-1 c""","""DMPP-1""",2019,"""Radial Velocity""","""La Silla Observatory"""
"""HD 143361 b""","""HD 143361""",2008,"""Radial Velocity""","""Las Campanas Observatory"""
"""HD 108147 b""","""HD 108147""",2002,"""Radial Velocity""","""La Silla Observatory"""
"""HD 16417 b""","""HD 16417""",2008,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 179079 b""","""HD 179079""",2008,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 220197 b""","""HD 220197""",2018,"""Radial Velocity""","""Roque de los Muchachos Observatory"""
"""Kepler-20 g""","""Kepler-20""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""Wolf 1061 d""","""Wolf 1061""",2015,"""Radial Velocity""","""La Silla Observatory"""
"""HD 20794 e""","""HD 20794""",2017,"""Radial Velocity""","""La Silla Observatory"""
"""HD 27894 d""","""HD 27894""",2017,"""Radial Velocity""","""La Silla Observatory"""
"""kap CrB b""","""kap CrB""",2007,"""Radial Velocity""","""Lick Observatory"""
"""HD 114762 b""","""HD 114762""",1989,"""Radial Velocity""","""Oak Ridge Observatory"""
"""HD 20781 e""","""HD 20781""",2019,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 3341 b""","""GJ 3341""",2015,"""Radial Velocity""","""La Silla Observatory"""
"""HIP 14810 c""","""HIP 14810""",2006,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 120084 b""","""HD 120084""",2013,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""HD 203473 b""","""HD 203473""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 180053 b""","""HD 180053""",2018,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 101930 b""","""HD 101930""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 190647 b""","""HD 190647""",2007,"""Radial Velocity""","""La Silla Observatory"""
"""HD 40307 f""","""HD 40307""",2013,"""Radial Velocity""","""La Silla Observatory"""
"""HD 164604 b""","""HD 164604""",2009,"""Radial Velocity""","""Las Campanas Observatory"""
"""HD 180617 b""","""HD 180617""",2018,"""Radial Velocity""","""Calar Alto Observatory"""
"""HD 204313 c""","""HD 204313""",2015,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 667 C f""","""GJ 667 C""",2013,"""Radial Velocity""","""La Silla Observatory"""
"""HD 8326 b""","""HD 8326""",2019,"""Radial Velocity""","""Las Campanas Observatory"""
"""6 Lyn b""","""6 Lyn""",2008,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""HD 158996 b""","""HD 158996""",2018,"""Radial Velocity""","""Bohyunsan Optical Astronomical Observatory"""
"""NGC 2682 YBP 401 b""","""NGC 2682 YBP 401""",2016,"""Radial Velocity""","""La Silla Observatory"""
"""tau Gem b""","""tau Gem""",2013,"""Radial Velocity""","""Lick Observatory"""
"""HD 220689 b""","""HD 220689""",2012,"""Radial Velocity""","""La Silla Observatory"""
"""30 Ari B b""","""30 Ari B""",2009,"""Radial Velocity""","""Thueringer Landessternwarte Tautenburg"""
"""HD 20782 b""","""HD 20782""",2006,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""GJ 3293 b""","""GJ 3293""",2015,"""Radial Velocity""","""La Silla Observatory"""
"""HIP 14810 b""","""HIP 14810""",2005,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 1666 b""","""HD 1666""",2015,"""Radial Velocity""","""Multiple Observatories"""
"""HD 37605 b""","""HD 37605""",2004,"""Radial Velocity""","""McDonald Observatory"""
"""HD 102956 b""","""HD 102956""",2010,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 27631 b""","""HD 27631""",2012,"""Radial Velocity""","""La Silla Observatory"""
"""HD 142022 A b""","""HD 142022 A""",2005,"""Radial Velocity""","""La Silla Observatory"""
"""HD 60532 c""","""HD 60532""",2008,"""Radial Velocity""","""La Silla Observatory"""
"""GJ 180 b""","""GJ 180""",2014,"""Radial Velocity""","""Multiple Observatories"""
"""kap CrB b""","""kap CrB""",2007,"""Radial Velocity""","""Lick Observatory"""
"""Kepler-65 e""","""Kepler-65""",2019,"""Radial Velocity""","""W. M. Keck Observatory"""
"""EPIC 201497682 b""","""EPIC 201497682""",2019,"""Transit""","""K2"""
"""HD 290327 b""","""HD 290327""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 231701 b""","""HD 231701""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 96063 b""","""HD 96063""",2011,"""Radial Velocity""","""W. M. Keck Observatory"""
"""NSVS 14256825 b""","""NSVS 14256825""",2019,"""Eclipse Timing Variations""","""Multiple Observatories"""
"""GJ 96 b""","""GJ 96""",2018,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 164509 b""","""HD 164509""",2010,"""Radial Velocity""","""W. M. Keck Observatory"""
"""HD 67087 c""","""HD 67087""",2015,"""Radial Velocity""","""Multiple Observatories"""
"""HD 200964 c""","""HD 200964""",2010,"""Radial Velocity""","""Lick Observatory"""
"""HD 11506 b""","""HD 11506""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""PSR B1257+12 d""","""PSR B1257+12""",1992,"""Pulsar Timing""","""Arecibo Observatory"""
"""HD 14067 b""","""HD 14067""",2014,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""HD 20782 b""","""HD 20782""",2006,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 88133 b""","""HD 88133""",2004,"""Radial Velocity""","""W. M. Keck Observatory"""
"""Pr0211 c""","""Pr0211""",2016,"""Radial Velocity""","""Roque de los Muchachos Observatory"""
"""HD 156411 b""","""HD 156411""",2009,"""Radial Velocity""","""La Silla Observatory"""
"""HD 143361 b""","""HD 143361""",2008,"""Radial Velocity""","""Las Campanas Observatory"""
"""HD 59686 A b""","""HD 59686 A""",2016,"""Radial Velocity""","""Lick Observatory"""
"""HD 132406 b""","""HD 132406""",2007,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 216437 b""","""HD 216437""",2002,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 31527 d""","""HD 31527""",2019,"""Radial Velocity""","""La Silla Observatory"""
"""BD+20 274 b""","""BD+20 274""",2012,"""Radial Velocity""","""McDonald Observatory"""
"""HD 43691 b""","""HD 43691""",2007,"""Radial Velocity""","""Haute-Provence Observatory"""
"""HD 155233 b""","""HD 155233""",2015,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""ome Ser b""","""ome Ser""",2013,"""Radial Velocity""","""Okayama Astrophysical Observatory"""
"""HD 28254 b""","""HD 28254""",2010,"""Radial Velocity""","""La Silla Observatory"""
"""HD 30669 b""","""HD 30669""",2014,"""Radial Velocity""","""La Silla Observatory"""
"""HD 23127 b""","""HD 23127""",2006,"""Radial Velocity""","""Anglo-Australian Telescope"""
"""HD 1605 b""","""HD 1605""",2015,"""Radial Velocity""","""Multiple Observatories"""
"""HD 68402 b""","""HD 68402""",2016,"""Radial Velocity""","""Multiple Observatories"""
"""HD 11506 b""","""HD 11506""",2007,"""Radial Velocity""","""W. M. Keck Observatory"""
"""CT Cha b""","""CT Cha""",2007,"""Imaging""","""Paranal Observatory"""
"""Kepler-887 b""","""Kepler-887""",2016,"""Transit""","""Kepler"""
"""Kepler-209 c""","""Kepler-209""",2014,"""Transit""","""Kepler"""
"""Kepler-217 d""","""Kepler-217""",2016,"""Transit""","""Kepler"""
"""Kepler-509 b""","""Kepler-509""",2016,"""Transit""","""Kepler"""
"""Kepler-155 b""","""Kepler-155""",2014,"""Transit""","""Kepler"""
"""Kepler-508 b""","""Kepler-508""",2016,"""Transit""","""Kepler"""
"""Kepler-748 b""","""Kepler-748""",2016,"""Transit""","""Kepler"""
"""Kepler-341 b""","""Kepler-341""",2014,"""Transit""","""Kepler"""
"""Kepler-353 b""","""Kepler-353""",2014,"""Transit""","""Kepler"""
"""Kepler-838 b""","""Kepler-838""",2016,"""Transit""","""Kepler"""
"""Kepler-218 d""","""Kepler-218""",2016,"""Transit""","""Kepler"""
"""Kepler-444 e""","""Kepler-444""",2015,"""Transit""","""Kepler"""
"""Kepler-315 c""","""Kepler-315""",2014,"""Transit""","""Kepler"""
"""Kepler-20 d""","""Kepler-20""",2011,"""Transit""","""Kepler"""
"""Kepler-1210 b""","""Kepler-1210""",2016,"""Transit""","""Kepler"""
"""Kepler-235 d""","""Kepler-235""",2014,"""Transit""","""Kepler"""
"""Kepler-145 b""","""Kepler-145""",2013,"""Transit""","""Kepler"""
"""Kepler-1232 b""","""Kepler-1232""",2016,"""Transit""","""Kepler"""
"""Kepler-570 b""","""Kepler-570""",2016,"""Transit""","""Kepler"""
"""Kepler-184 c""","""Kepler-184""",2014,"""Transit""","""Kepler"""
"""Kepler-803 b""","""Kepler-803""",2016,"""Transit""","""Kepler"""
"""Kepler-1162 b""","""Kepler-1162""",2016,"""Transit""","""Kepler"""
"""Kepler-79 c""","""Kepler-79""",2012,"""Transit""","""Kepler"""
"""Kepler-753 b""","""Kepler-753""",2016,"""Transit""","""Kepler"""
"""Kepler-111 c""","""Kepler-111""",2014,"""Transit""","""Kepler"""
"""Kepler-938 b""","""Kepler-938""",2016,"""Transit""","""Kepler"""
"""PH2 b""","""PH2""",2013,"""Transit""","""Kepler"""
"""Kepler-99 b""","""Kepler-99""",2014,"""Transit""","""Kepler"""
"""Kepler-1285 b""","""Kepler-1285""",2016,"""Transit""","""Kepler"""
"""Kepler-94 b""","""Kepler-94""",2014,"""Transit""","""Kepler"""
"""Kepler-1279 b""","""Kepler-1279""",2016,"""Transit""","""Kepler"""
"""Kepler-1464 c""","""Kepler-1464""",2016,"""Transit""","""Kepler"""
"""Kepler-160 c""","""Kepler-160""",2014,"""Transit""","""Kepler"""
"""Kepler-322 c""","""Kepler-322""",2014,"""Transit""","""Kepler"""
"""Kepler-729 b""","""Kepler-729""",2016,"""Transit""","""Kepler"""
"""Kepler-564 b""","""Kepler-564""",2016,"""Transit""","""Kepler"""
"""Kepler-235 b""","""Kepler-235""",2014,"""Transit""","""Kepler"""
"""Kepler-996 b""","""Kepler-996""",2016,"""Transit""","""Kepler"""
"""Kepler-234 c""","""Kepler-234""",2014,"""Transit""","""Kepler"""
"""Kepler-1242 b""","""Kepler-1242""",2016,"""Transit""","""Kepler"""
"""Kepler-264 c""","""Kepler-264""",2014,"""Transit""","""Kepler"""
"""Kepler-382 c""","""Kepler-382""",2014,"""Transit""","""Kepler"""
"""Kepler-273 c""","""Kepler-273""",2014,"""Transit""","""Kepler"""
"""Kepler-330 b""","""Kepler-330""",2014,"""Transit""","""Kepler"""
"""Kepler-1641 c""","""Kepler-1641""",2016,"""Transit""","""Kepler"""
"""Kepler-194 b""","""Kepler-194""",2014,"""Transit""","""Kepler"""
"""Kepler-249 d""","""Kepler-249""",2014,"""Transit""","""Kepler"""
"""Kepler-344 c""","""Kepler-344""",2014,"""Transit""","""Kepler"""
"""Kepler-434 b""","""Kepler-434""",2015,"""Transit""","""Kepler"""
"""Kepler-1491 b""","""Kepler-1491""",2016,"""Transit""","""Kepler"""
"""Kepler-1079 b""","""Kepler-1079""",2016,"""Transit""","""Kepler"""
"""Kepler-307 b""","""Kepler-307""",2013,"""Transit""","""Kepler"""
"""Kepler-643 b""","""Kepler-643""",2016,"""Transit""","""Kepler"""
"""Kepler-278 b""","""Kepler-278""",2014,"""Transit""","""Kepler"""
"""Kepler-933 b""","""Kepler-933""",2016,"""Transit""","""Kepler"""
"""Kepler-178 c""","""Kepler-178""",2014,"""Transit""","""Kepler"""
"""Kepler-215 c""","""Kepler-215""",2014,"""Transit""","""Kepler"""
"""Kepler-1428 b""","""Kepler-1428""",2016,"""Transit""","""Kepler"""
"""Kepler-1371 b""","""Kepler-1371""",2016,"""Transit""","""Kepler"""
"""Kepler-215 c""","""Kepler-215""",2014,"""Transit""","""Kepler"""
"""Kepler-1159 b""","""Kepler-1159""",2016,"""Transit""","""Kepler"""
